alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3,cosine_similarity_replica_4,cosine_similarity_replica_5,cosine_similarity_replica_6,cosine_similarity_replica_7,cosine_similarity_replica_8,cosine_similarity_replica_9
0.1,0.00021199047223490196,0.0002450661255716951,0.9316139996051789,0.016205802358883477,2500.0,-3.230588845326565e-05,0.0001271592191187665,0.0005403479444794357,0.0004204508732073009,0.00020786773529835045,0.00018141469627153128,0.0005197354475967586,0.00026670278748497367,0.00020923530973959714,-0.00032070340239442885
0.30000000000000004,0.0015452094929059967,0.0006062948748584758,0.9255498111248016,0.020015290075002377,2500.0,0.0011545310262590647,0.001256969291716814,0.0014132749056443572,0.0022804553154855967,0.0024181886110454798,0.00047118726070038974,0.002172149484977126,0.0008454445051029325,0.0018267692066729069,0.0016131253214552999
0.5000000000000001,0.0033825730555690826,0.0013853398326723228,0.9135660886764526,0.04935695197117926,2500.0,0.002374738920480013,0.0014621687587350607,0.0031135256867855787,0.005586699116975069,0.004229993559420109,0.0031581332441419363,0.004825314972549677,0.0012194238370284438,0.0030812490731477737,0.004774483386427164
0.7000000000000002,0.0059377347817644475,0.003226017566304484,1.072706699371338,0.20865925770176524,2500.0,0.0028432258404791355,0.0038694513496011496,0.004278905224055052,0.008810736238956451,0.003193299751728773,0.012917162850499153,0.00964451301842928,0.003616326954215765,0.006206720136106014,0.003997006453573704
0.9000000000000001,0.007919280510395765,0.0028671810164761563,1.0809543550014495,0.21283095981001895,2500.0,0.011849937029182911,0.010810823179781437,0.007665466051548719,0.006376525387167931,0.006220435723662376,0.004194729961454868,0.008155019022524357,0.006181259639561176,0.0047273277305066586,0.013011281378567219
1.1,0.011881735571660102,0.005369103998784396,1.368655300140381,0.423180023626115,2500.0,0.021046554669737816,0.007371779531240463,0.008879906497895718,0.018634015694260597,0.011245123110711575,0.006239410489797592,0.00304400478489697,0.012624595314264297,0.01542500127106905,0.014306964352726936
1.3000000000000003,0.013489691587164999,0.005884711487629924,1.4174816012382507,0.4287224146777388,2500.0,0.016057657077908516,0.013691938482224941,0.008527315221726894,0.022365497425198555,0.01141943596303463,0.008640456944704056,0.015747757628560066,0.0043720374815166,0.023931382223963737,0.010143437422811985
1.5000000000000002,0.019107457995414735,0.008590663220667294,1.5846407473087312,0.478377164477657,2500.0,0.018333548679947853,0.009146238677203655,0.013944241218268871,0.030606266111135483,0.029491452500224113,0.010549979284405708,0.010910269804298878,0.012041465379297733,0.03134547919034958,0.024705639109015465
1.7000000000000004,0.02235898533836007,0.00912634410385781,1.747206574678421,0.4285622774934149,2500.0,0.0314168855547905,0.03146041929721832,0.009757991880178452,0.030263178050518036,0.03515773266553879,0.01780293881893158,0.009336483664810658,0.01650000736117363,0.02615734562277794,0.01573687046766281
1.9000000000000004,0.023520275857299565,0.0070145633124097965,1.729628598690033,0.39559212736414723,2495.1,0.03393885865807533,0.025579458102583885,0.011123188771307468,0.020774884149432182,0.028454098850488663,0.017074795439839363,0.021050266921520233,0.016379280015826225,0.030386751517653465,0.030441176146268845
2.1000000000000005,0.01852912213653326,0.004593498883794459,1.6007313013076783,0.2613186603006093,2500.0,0.016258057206869125,0.02496093511581421,0.01726025901734829,0.023616163060069084,0.02407432347536087,0.016548987478017807,0.014010160230100155,0.009585513733327389,0.019673556089401245,0.01930326595902443
