alpha,cosine_similarity_mean,cosine_similarity_std,loss_per_edge_mean,loss_per_edge_std,Steps_mean,cosine_similarity_replica_0,loss_per_edge_replica_0,cosine_similarity_replica_1,loss_per_edge_replica_1,cosine_similarity_replica_2,loss_per_edge_replica_2,cosine_similarity_replica_3,loss_per_edge_replica_3,cosine_similarity_replica_4,loss_per_edge_replica_4,cosine_similarity_replica_5,loss_per_edge_replica_5,cosine_similarity_replica_6,loss_per_edge_replica_6,cosine_similarity_replica_7,loss_per_edge_replica_7,cosine_similarity_replica_8,loss_per_edge_replica_8,cosine_similarity_replica_9,loss_per_edge_replica_9
0.1,0.00030196974112186583,0.018096639162051502,0.001115584340004716,0.0013358710552710974,3000.0,-0.009493584744632244,0.0006813210202381015,0.0016846597427502275,0.00013986161502543837,0.006371100898832083,0.00036089791683480144,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.0002483040152583271,0.004972975235432386,0.028307506814599037,0.00018062529852613807,0.00028825708432123065,0.0012431845534592867,0.009027586318552494,0.001235333038493991
0.30000000000000004,0.0003019731579115614,0.01809663882019126,0.0011155844447785057,0.001335871049193577,3000.0,-0.009493568912148476,0.000681321311276406,0.0016846597427502275,0.00013986161502543837,0.006371116265654564,0.00036089797504246235,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.0002483040152583271,0.004972975235432386,0.028307506814599037,0.00018062529852613807,0.00028826005291193724,0.0012431852519512177,0.009027586318552494,0.001235333038493991
0.5000000000000001,0.0003019712778041139,0.01809663967741441,0.0011155843458254822,0.0013358710519827163,3000.0,-0.009493584744632244,0.0006813210202381015,0.0016846597427502275,0.00013986161502543837,0.006371116265654564,0.00036089797504246235,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.0002483040152583271,0.004972975235432386,0.028307506814599037,0.00018062529852613807,0.00028825708432123065,0.0012431845534592867,0.009027586318552494,0.001235333038493991
0.7000000000000002,0.00030197185988072305,0.0180966379081325,0.001115584532089997,0.001335871591226501,3000.0,-0.009493561461567879,0.0006813210784457624,0.0016846597427502275,0.00013986161502543837,0.006371100898832083,0.00036089791683480144,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.00024830611073412,0.004972977098077536,0.028307506814599037,0.00018062529852613807,0.00028825708432123065,0.0012431845534592867,0.009027586318552494,0.001235333038493991
0.9000000000000001,0.0003019726282218471,0.01809663759929122,0.0011155843865708448,0.0013358710401334447,3000.0,-0.009493555873632431,0.0006813214858993888,0.0016846597427502275,0.00013986161502543837,0.006371100898832083,0.00036089791683480144,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.0002483040152583271,0.004972975235432386,0.028307506814599037,0.00018062529852613807,0.00028825708432123065,0.0012431845534592867,0.009027586318552494,0.001235333038493991
1.1,0.0003019712661625817,0.01809663855680283,0.0011155843749293126,0.0013358710586070417,3000.0,-0.009493573568761349,0.0006813210202381015,0.0016846597427502275,0.00013986161502543837,0.006371100898832083,0.00036089791683480144,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.0002483040152583271,0.004972975235432386,0.028307506814599037,0.00018062529852613807,0.0002882611588574946,0.0012431849027052522,0.009027586318552494,0.001235333038493991
1.3000000000000003,0.000301972046145238,0.018096637807309347,0.001115584526269231,0.0013358715931187084,3000.0,-0.00949355959892273,0.0006813210202381015,0.0016846597427502275,0.00013986161502543837,0.006371100898832083,0.00036089791683480144,-0.041897498071193695,0.0007861858466640115,-0.01073435042053461,0.0008623283938504755,0.019714323803782463,0.0006931304815225303,-0.00024830611073412,0.004972977098077536,0.028307506814599037,0.00018062529852613807,0.00028825708432123065,0.0012431845534592867,0.009027586318552494,0.001235333038493991
1.5000000000000002,0.00025842723553068934,0.023100756529450067,0.03451538402587175,0.02395206900346702,3000.0,-0.018766187131404877,0.016975240781903267,0.024431871250271797,0.028245706111192703,-0.006992361508309841,0.017558984458446503,0.017736533656716347,0.03214217349886894,-0.018732622265815735,0.04167134314775467,-0.0006732267211191356,0.10195764899253845,-0.008988408371806145,0.033035602420568466,0.024334287270903587,0.01831779070198536,-0.0433051735162735,0.03592276573181152,0.033539559692144394,0.01932658441364765
1.7000000000000004,0.0002584235859103501,0.023100747370266562,0.03451538197696209,0.023952065516123482,3000.0,-0.018766211345791817,0.016975240781903267,0.02443188615143299,0.028245706111192703,-0.0069923908449709415,0.017558980733156204,0.017736520618200302,0.03214217349886894,-0.01873263344168663,0.04167134314775467,-0.0006732245674356818,0.10195763409137726,-0.008988415822386742,0.03303559869527817,0.024334251880645752,0.01831778511404991,-0.04330511391162872,0.03592277318239212,0.03353956714272499,0.01932658441364765
1.9000000000000004,0.00025842334143817426,0.023100756176061974,0.03451538123190403,0.023952065417000262,3000.0,-0.018766209483146667,0.016975242644548416,0.024431880563497543,0.028245706111192703,-0.0069923847913742065,0.017558980733156204,0.017736533656716347,0.03214217349886894,-0.018732598051428795,0.04167134314775467,-0.0006732302717864513,0.10195763409137726,-0.00898843351751566,0.033035602420568466,0.024334274232387543,0.018317783251404762,-0.0433051623404026,0.035922762006521225,0.03353956341743469,0.01932658441364765
