alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3,cosine_similarity_replica_4
0.2,0.003481226973235607,0.0004838186267289389,2.8518605709075926,0.44478519026328445,10000.0,0.0034491417463868856,0.0035016874317079782,0.004103288985788822,0.0037217538338154554,0.0026302628684788942
0.4,0.01182639691978693,0.0019413552869665298,0.9101314783096314,0.36070800922777385,10000.0,0.012034480459988117,0.009620502591133118,0.015359076671302319,0.011431316845119,0.010686608031392097
0.6000000000000001,0.0316670224070549,0.012612051802953302,0.8377356350421905,0.4448351419162595,10000.0,0.023856885731220245,0.02149359881877899,0.04915505647659302,0.044659752398729324,0.019169818609952927
0.8,0.0897356241941452,0.011473367048007922,0.28123368620872496,0.04539241713500751,10000.0,0.07260260730981827,0.10876215994358063,0.08904827386140823,0.08998152613639832,0.08828355371952057
1.0,0.0800298236310482,0.016505291911061443,0.45641818046569826,0.11134674424049316,9870.2,0.07437994331121445,0.08412274718284607,0.09185642004013062,0.09856829047203064,0.05122171714901924
1.2000000000000002,0.08551779687404633,0.016254333804572998,0.5724410474300384,0.25699784301856443,9380.4,0.08467867225408554,0.06359640508890152,0.11342351883649826,0.08783392608165741,0.0780564621090889
1.4000000000000001,0.13685499727725983,0.010292270128007009,0.812466049194336,0.01776446560548684,10000.0,0.14675354957580566,0.12730711698532104,0.14897207915782928,0.12300650775432587,0.13823573291301727
1.6,0.16937030628323554,0.06192424379095038,0.5556360125541687,0.1499710356420662,10000.0,0.20084524154663086,0.21913248300552368,0.2026359587907791,0.17553843557834625,0.04869941249489784
1.8,0.3200837016105652,0.02356434537834437,0.06387533396482467,0.011061399585772671,4860.8,0.2937331199645996,0.30554935336112976,0.3215838372707367,0.3163991868495941,0.36315301060676575
2.0,0.3263801097869873,0.16801352105822207,0.1665404222905636,0.08856090279280766,8400.4,0.19521982967853546,0.43377724289894104,0.20475590229034424,0.19045408070087433,0.6076934933662415
2.2,0.28151463270187377,0.018707836417849857,0.17188090085983276,0.021879242517455343,6640.4,0.3061530590057373,0.2665374279022217,0.30261626839637756,0.26591956615448,0.26634684205055237
2.4000000000000004,0.3851224064826965,0.0015745125871800705,0.13920435011386872,0.0005728898714336716,4831.0,0.3854169547557831,0.3867936432361603,0.38217097520828247,0.3852158784866333,0.38601458072662354
2.6,0.5315666675567627,0.0031918660798367173,0.11003754436969757,0.0010474242890424488,10000.0,0.5345099568367004,0.5323689579963684,0.5278941988945007,0.5277788639068604,0.5352813601493835
2.8000000000000003,0.7988312840461731,0.010232770357560894,0.055768055468797685,0.0025333282233025466,10000.0,0.8051624298095703,0.8091995120048523,0.7831230759620667,0.7903130650520325,0.8063583374023438
3.0,0.9999911785125732,9.233911862867873e-08,0.0001092017992050387,2.3429272125374717e-06,8111.0,0.9999913573265076,0.9999911189079285,0.9999911189079285,0.9999911785125732,0.9999911189079285
3.2,0.9999926090240479,3.769728732309794e-08,6.352659547701479e-05,1.0488658809301247e-06,6261.0,0.9999925494194031,0.9999926090240479,0.9999926090240479,0.9999926090240479,0.9999926686286926
3.4000000000000004,0.9999934434890747,1.066240299940009e-07,4.507402118179016e-05,1.0391078462470691e-06,5451.0,0.9999934434890747,0.9999933242797852,0.9999933242797852,0.9999935626983643,0.9999935626983643
3.6,0.9999942541122436,1.1680077279964342e-07,3.497231446090154e-05,4.3801115716016493e-07,4971.0,0.9999940395355225,0.9999943971633911,0.9999942779541016,0.9999942779541016,0.9999942779541016
3.8000000000000003,0.9999946594238281,1.5359042557150276e-07,2.8812422897317447e-05,1.0229750637275402e-06,4661.0,0.9999945759773254,0.9999947547912598,0.9999947547912598,0.9999943971633911,0.9999948143959045
4.0,0.9999944567680359,1.1704385479577616e-06,2.535042440285906e-05,1.207258309263761e-06,4381.0,0.9999950528144836,0.9999953508377075,0.9999922513961792,0.9999942779541016,0.9999953508377075
4.2,0.9999956369400025,1.7438815639409772e-07,2.165154910471756e-05,6.568787186917693e-07,4221.0,0.9999957084655762,0.9999957084655762,0.9999952912330627,0.9999957084655762,0.999995768070221
4.4,0.9999956011772155,5.242498738121038e-07,2.0008902720292098e-05,6.574975015268362e-07,4141.0,0.9999952912330627,0.9999959468841553,0.9999947547912598,0.999995768070221,0.9999962449073792
4.6000000000000005,0.9999960899353028,8.920806376395085e-08,1.7951480913325213e-05,6.642531257844691e-07,3971.0,0.9999960660934448,0.9999961853027344,0.9999959468841553,0.9999960660934448,0.9999961853027344
4.800000000000001,0.9999960064888,9.341019641952387e-07,1.725376532704104e-05,1.7847948477879055e-06,3951.0,0.9999967217445374,0.9999964237213135,0.9999963045120239,0.999994158744812,0.9999964237213135
5.0,0.9999961137771607,6.278607407695624e-07,1.6417385268141516e-05,1.16152319825208e-06,3941.0,0.9999953508377075,0.9999953508377075,0.9999964833259583,0.9999966621398926,0.9999967217445374
