alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0
0.1,0.0010473643196746707,0.0,4.2321977615356445,0.0,551.0,0.0010473643196746707
0.30000000000000004,0.0003301346441730857,0.0,2.335092782974243,0.0,351.0,0.0003301346441730857
0.5000000000000001,0.00035090488381683826,0.0,1.9990506172180176,0.0,201.0,0.00035090488381683826
0.7000000000000002,0.00032177212415263057,0.0,1.9957044124603271,0.0,51.0,0.00032177212415263057
0.9000000000000001,0.0003217550984118134,0.0,1.9966663122177124,0.0,51.0,0.0003217550984118134
1.1,0.00032175114029087126,0.0,1.9982506036758423,0.0,51.0,0.00032175114029087126
1.3000000000000003,0.000321751314913854,0.0,2.000645160675049,0.0,51.0,0.000321751314913854
1.5000000000000002,0.0003217512567061931,0.0,2.001897096633911,0.0,51.0,0.0003217512567061931
1.7000000000000004,0.000321751635055989,0.0,2.0025103092193604,0.0,51.0,0.000321751635055989
1.9000000000000004,0.0003217537887394428,0.0,1.999969720840454,0.0,51.0,0.0003217537887394428
2.1000000000000005,0.00032175355590879917,0.0,2.0006067752838135,0.0,51.0,0.00032175355590879917
2.3000000000000003,0.00032175375963561237,0.0,2.000739097595215,0.0,51.0,0.00032175375963561237
2.5000000000000004,0.0003217536141164601,0.0,2.0005903244018555,0.0,51.0,0.0003217536141164601
2.7000000000000006,0.00032175370142795146,0.0,2.0006837844848633,0.0,51.0,0.00032175370142795146
2.9000000000000004,0.000321753672324121,0.0,2.0012238025665283,0.0,51.0,0.000321753672324121
3.1000000000000005,0.0003217537887394428,0.0,2.000863790512085,0.0,51.0,0.0003217537887394428
3.3000000000000007,0.00032175390515476465,0.0,2.0007529258728027,0.0,51.0,0.00032175390515476465
3.500000000000001,0.00032175375963561237,0.0,1.9996417760849,0.0,51.0,0.00032175375963561237
3.7000000000000006,0.0003217537887394428,0.0,1.9997256994247437,0.0,51.0,0.0003217537887394428
3.900000000000001,0.00032175384694710374,0.0,1.9997246265411377,0.0,51.0,0.00032175384694710374
4.1000000000000005,0.0003217537887394428,0.0,1.9997693300247192,0.0,51.0,0.0003217537887394428
4.300000000000001,0.00032175375963561237,0.0,1.9995065927505493,0.0,51.0,0.00032175375963561237
4.500000000000001,0.0003217538760509342,0.0,1.9987285137176514,0.0,51.0,0.0003217538760509342
4.700000000000001,0.0003217538760509342,0.0,1.998337745666504,0.0,51.0,0.0003217538760509342
4.900000000000001,0.000321753672324121,0.0,1.998265027999878,0.0,51.0,0.000321753672324121
