alpha,cosine_similarity_mean,cosine_similarity_std,loss_per_edge_mean,loss_per_edge_std,Steps_mean,cosine_similarity_replica_0,loss_per_edge_replica_0,cosine_similarity_replica_1,loss_per_edge_replica_1,cosine_similarity_replica_2,loss_per_edge_replica_2,cosine_similarity_replica_3,loss_per_edge_replica_3,cosine_similarity_replica_4,loss_per_edge_replica_4,cosine_similarity_replica_5,loss_per_edge_replica_5,cosine_similarity_replica_6,loss_per_edge_replica_6,cosine_similarity_replica_7,loss_per_edge_replica_7,cosine_similarity_replica_8,loss_per_edge_replica_8,cosine_similarity_replica_9,loss_per_edge_replica_9
0.0,0.002033380020293407,0.0028553278985383136,3.604619466912595e-07,3.472830745410133e-07,451.0,-0.0037607771810144186,6.924035460542655e-07,0.00696118688210845,5.525634492187237e-07,-0.0015307535650208592,9.281997108701034e-07,0.0026260772719979286,4.380207840881667e-08,0.0028964842204004526,5.893052161809464e-07,0.003822354367002845,2.4179097835030916e-08,0.002072929171845317,2.1257200444324553e-08,0.003143019275739789,2.0237408193679585e-08,0.00040236892527900636,7.127680419216631e-07,0.003700910834595561,1.9903717785041408e-08
0.2,0.04048161879181862,0.002352216479494916,1.7370858103049612e-07,3.2870768881077924e-08,701.0,0.03581152856349945,1.6816960624055355e-07,0.042081695050001144,1.6327805951732444e-07,0.038885023444890976,1.5871269454237336e-07,0.039715513586997986,2.530832716729492e-07,0.04027228802442551,1.7235315397101658e-07,0.04244379699230194,2.1506188829789608e-07,0.04201366752386093,1.6334256258687674e-07,0.0433809719979763,1.339290918167535e-07,0.037566814571619034,1.5636756245385186e-07,0.042644888162612915,1.5278791920536605e-07
0.4,0.0826808512210846,0.0013942778306856622,3.39402730276106e-07,2.145657757459064e-07,991.0,0.08122182637453079,3.1204359629555256e-07,0.08304910361766815,2.894285273669084e-07,0.0816883072257042,3.0129766059872054e-07,0.08098198473453522,2.4956025868050347e-07,0.0830291286110878,2.6834115374185785e-07,0.08419986069202423,2.929026265974244e-07,0.08366847783327103,2.533891461098392e-07,0.08543499559164047,2.0790521659819206e-07,0.08119894564151764,9.768139079824323e-07,0.08233588188886642,2.423452087896294e-07
0.6000000000000001,0.1284842312335968,0.0015710856342508739,4.940992084812023e-07,5.4016632616158595e-08,1401.0,0.12863920629024506,4.617085380687058e-07,0.1300622671842575,4.4868070858683495e-07,0.12647071480751038,4.805616526937229e-07,0.1269432157278061,5.559624014495057e-07,0.12910355627536774,5.096291602058045e-07,0.12784455716609955,5.852137405781832e-07,0.13138903677463531,5.210192739468766e-07,0.13010720908641815,4.1841491338345804e-07,0.1267751157283783,4.222093252792547e-07,0.12750743329524994,5.375923706196772e-07
0.8,0.18029953837394713,0.0029985974450508837,6.295789603427692e-07,1.0558279211916468e-07,2091.0,0.18224871158599854,8.496411396663461e-07,0.18475525081157684,5.38410859007854e-07,0.179700568318367,5.051533662481233e-07,0.1788046509027481,5.866757533112832e-07,0.17941805720329285,6.257547511268058e-07,0.1787382960319519,5.84506494760717e-07,0.1846405267715454,5.104328693050775e-07,0.18256519734859467,7.66346488489944e-07,0.17659379541873932,6.68839732043125e-07,0.1755303293466568,6.600281494684168e-07
1.0,0.24197104722261428,0.0031539730328244957,8.081370026502555e-07,1.0406265599337072e-07,3381.0,0.2420823872089386,6.714270739394124e-07,0.24453064799308777,6.948743020984693e-07,0.24022793769836426,8.176867822839995e-07,0.24146661162376404,7.378200734819984e-07,0.2448832094669342,7.152760304052208e-07,0.24309496581554413,9.766712310010917e-07,0.24541963636875153,8.454276212432887e-07,0.24480795860290527,9.746383966557914e-07,0.23554816842079163,7.732403446425451e-07,0.23764894902706146,8.743081707507372e-07
1.2000000000000002,0.3168847650289536,0.004622905351053946,1.8973120677401312e-05,3.6615853852650663e-06,5000.0,0.3155035674571991,1.659587724134326e-05,0.3192797899246216,1.3764293726126198e-05,0.31877195835113525,1.6003243217710406e-05,0.31927207112312317,2.524594856367912e-05,0.32615047693252563,1.4636386367783416e-05,0.318258136510849,2.3092403353075497e-05,0.3152787387371063,1.908317608467769e-05,0.3166774809360504,1.782631989044603e-05,0.307978093624115,2.2327616534312256e-05,0.31167733669281006,2.1155941794859245e-05
1.4000000000000001,0.41463478803634646,0.003831194894481816,0.005888893315568566,0.0004259316343872685,5000.0,0.4117370545864105,0.00604215357452631,0.4202365279197693,0.005195409059524536,0.4181933104991913,0.005020441487431526,0.4164610207080841,0.0060127791948616505,0.41674375534057617,0.005952463019639254,0.4165559709072113,0.006042834836989641,0.41303226351737976,0.006251411512494087,0.416435569524765,0.005814825650304556,0.40925082564353943,0.0064684138633310795,0.4077015817165375,0.006088200956583023
1.6,0.5198704779148102,0.004702408678884214,0.08116540163755417,0.002891841928780168,5000.0,0.5160770416259766,0.08295107632875443,0.5228437781333923,0.08066395670175552,0.5089685320854187,0.08522795885801315,0.5263583064079285,0.08403203636407852,0.5200971364974976,0.08326345682144165,0.5251279473304749,0.08190680295228958,0.5211187601089478,0.08085471391677856,0.5190035700798035,0.075265072286129,0.5213919878005981,0.07735132426023483,0.517717719078064,0.08013761788606644
1.8,0.6327273905277252,0.0038019783701739055,0.275618377327919,0.005378170687353166,5000.0,0.6303703188896179,0.2736614942550659,0.625139057636261,0.2740679383277893,0.6365582942962646,0.2765919864177704,0.6341983675956726,0.2850228548049927,0.6374333500862122,0.2648769021034241,0.6374738812446594,0.27668389678001404,0.631622314453125,0.2730100452899933,0.6312993168830872,0.2715810239315033,0.634239673614502,0.27818232774734497,0.6289393305778503,0.2825053036212921
2.0,0.7576587796211243,0.005436783035550379,0.47976895570755007,0.015428788555936409,5000.0,0.7516000270843506,0.48624879121780396,0.7479994297027588,0.5055129528045654,0.7546237111091614,0.48020920157432556,0.7611520886421204,0.4658350944519043,0.767108678817749,0.4521557688713074,0.7591075897216797,0.47540032863616943,0.7597483396530151,0.4777463972568512,0.7626520991325378,0.47983577847480774,0.7594408988952637,0.4703419506549835,0.7531549334526062,0.504403293132782
2.2,0.945974999666214,0.00783468855759723,0.2683705523610115,0.03300639857391306,5000.0,0.9451040029525757,0.2720443308353424,0.9456465244293213,0.2725891172885895,0.9329146146774292,0.3163760006427765,0.9372010827064514,0.31192252039909363,0.9460123181343079,0.2756395637989044,0.9620063304901123,0.2029489427804947,0.9406574964523315,0.2880516052246094,0.9462193250656128,0.265852689743042,0.9500446915626526,0.24977800250053406,0.9539436101913452,0.22850275039672852
2.4000000000000004,0.9999666154384613,1.0356277441764665e-05,0.0002103540493408218,6.862510923940345e-05,5000.0,0.9999409317970276,0.00037989477277733386,0.9999695420265198,0.00018817538511939347,0.9999794363975525,0.0001286952756345272,0.9999708533287048,0.00018019652634393424,0.999967098236084,0.00020411470904946327,0.9999666810035706,0.00021275933249853551,0.9999609589576721,0.00024734734324738383,0.9999602437019348,0.00025647750589996576,0.9999760985374451,0.00014436381752602756,0.9999743103981018,0.00016151582531165332
2.6,0.9999999165534973,4.7683715820312496e-08,8.589993171881361e-07,7.775227768207145e-08,4841.0,0.9999999403953552,8.789670005171502e-07,0.9999999403953552,7.640655326213164e-07,0.9999998211860657,9.226063184541999e-07,0.9999999403953552,7.601579454785679e-07,0.9999998211860657,8.93169328719523e-07,0.9999999403953552,9.525551263322996e-07,0.9999999403953552,9.845041404332733e-07,0.9999999403953552,7.993030521902256e-07,0.9999999403953552,8.64871367411979e-07,0.9999999403953552,7.697933597228257e-07
2.8000000000000003,0.9999999701976776,8.534086384341927e-08,7.692017163662967e-07,4.8242994971193805e-08,3401.0,1.0,7.52698383621464e-07,0.9999998211860657,7.66955793096713e-07,1.0,7.442935157087049e-07,1.0,7.323882300624973e-07,0.9999999403953552,8.443486763098917e-07,0.9999998211860657,7.347464929807757e-07,1.0,7.506649808419752e-07,1.0,6.991907639530837e-07,1.0000001192092896,8.52173968723946e-07,1.0,8.145563583639159e-07
3.0,0.9999999821186065,2.7314279645418163e-08,7.098948344719247e-07,1.375394310078538e-07,2651.0,1.0,7.815075946382422e-07,0.9999999403953552,6.431700398934481e-07,1.0,6.030143140378641e-07,0.9999999403953552,9.506953233540116e-07,1.0,6.689970746265317e-07,1.0,6.51669324724935e-07,1.0,9.733871593198273e-07,0.9999999403953552,5.808718128719192e-07,1.0,6.66859079956339e-07,1.0,5.787766212961287e-07
3.2,0.9999999642372132,7.152557373046875e-08,7.100725497366511e-07,1.4665723525372374e-07,2111.0,0.9999999403953552,8.366181418750784e-07,1.0000001192092896,4.813763894162548e-07,1.0,7.910068688943284e-07,0.9999999403953552,9.691154900792753e-07,0.9999998211860657,5.727686698264733e-07,0.9999999403953552,6.816994755354244e-07,1.0,5.242389420345717e-07,0.9999999403953552,6.656366622337373e-07,0.9999999403953552,7.419777716677345e-07,1.0,8.362870858036331e-07
3.4000000000000004,1.0000000178813935,7.077659420393656e-08,6.083816373347872e-07,1.5056196845877818e-07,1731.0,0.9999999403953552,5.141212682246987e-07,1.0,5.27035410868848e-07,1.0000001192092896,4.141716090089176e-07,1.0,8.830194815345749e-07,1.0000001192092896,4.281690451080067e-07,1.0,6.546430881826382e-07,1.0000001192092896,6.855264018668095e-07,1.0,4.773486921294534e-07,0.9999999403953552,7.385750677713077e-07,0.9999999403953552,7.612063086526177e-07
3.6,1.0000000298023224,6.107658604359388e-08,6.420375854077065e-07,1.6578444887843525e-07,1441.0,0.9999999403953552,3.9772112359059975e-07,1.0000001192092896,6.973227186790609e-07,1.0000001192092896,5.858953500137432e-07,1.0,3.81706144025884e-07,1.0,7.298232844732411e-07,1.0,6.679521789010323e-07,1.0,9.833760259425617e-07,1.0000001192092896,6.173769406814245e-07,1.0,7.59767885938345e-07,1.0,5.994342018311727e-07
3.8000000000000003,1.000000011920929,5.8400386399821704e-08,5.942571931427665e-07,1.724749280249072e-07,1261.0,1.0,4.367674648619868e-07,1.0000001192092896,7.887337574175035e-07,1.0,7.624628892699548e-07,1.0,3.2931106375144736e-07,0.9999999403953552,5.130649469720083e-07,1.0,7.964927135617472e-07,0.9999999403953552,7.368887509073829e-07,1.0000001192092896,6.944887900317553e-07,1.0,5.203672799325432e-07,1.0,3.639942747213354e-07
4.0,1.0,6.529361695112778e-08,3.932781808657637e-07,1.3598589305380736e-07,1161.0,1.0,2.0268576861326437e-07,1.0000001192092896,3.36964490088576e-07,1.0,2.75564133289663e-07,1.0000001192092896,2.9263804890433676e-07,1.0,2.5357783783874766e-07,0.9999999403953552,5.470655537465063e-07,0.9999999403953552,4.4583114799934265e-07,0.9999999403953552,4.04302909373655e-07,0.9999999403953552,5.753576033384888e-07,1.0,5.987943154650566e-07
4.2,0.9999999940395355,4.951133646320149e-08,4.521186497186136e-07,2.342322354957898e-07,1021.0,1.0,4.237154769271001e-07,0.9999999403953552,3.161759138947673e-07,1.0,3.8196637319742877e-07,1.0,2.120792288451412e-07,0.9999999403953552,9.926114898917149e-07,0.9999999403953552,4.6270122311398154e-07,1.0,4.23286707018633e-07,1.0,2.3207356036891724e-07,1.0000001192092896,3.0326279443215753e-07,1.0,7.733137294962944e-07
4.4,1.0000000178813935,5.3644180297851564e-08,3.0940596076334257e-07,1.5232578850803478e-07,991.0,1.0,2.6128077479370404e-07,1.0,4.6059821556809766e-07,1.0,2.919626069797232e-07,1.0,3.2222777690549265e-07,1.0000001192092896,1.5428277322371287e-07,1.0,2.1294181351549923e-07,1.0,2.2661411946955923e-07,0.9999999403953552,2.2966170831750787e-07,1.0,7.017435450507037e-07,1.0000001192092896,2.3274627380942547e-07
4.6000000000000005,1.0000000417232513,8.018984822674816e-08,3.708487383846659e-07,2.229313238633506e-07,831.0,0.9999999403953552,3.956461966936331e-07,1.0000001192092896,9.918936427766312e-08,0.9999999403953552,6.799012908231816e-07,1.0000001192092896,7.691995165259868e-07,0.9999999403953552,2.3847641728025337e-07,1.0000001192092896,1.2937177018557122e-07,1.0000001192092896,1.4648855994892074e-07,1.0,3.30920840951876e-07,1.0,3.482066972537723e-07,1.0000001192092896,5.710867299058009e-07
4.800000000000001,1.0000000238418578,4.7683715820312496e-08,4.436533572516055e-07,3.2750818581776905e-07,771.0,1.0,9.764515880306135e-07,1.0,3.329179492084222e-07,1.0,1.246507252972151e-07,1.0,5.102567115500278e-07,1.0,7.190503197307407e-07,1.0,4.46373121576471e-07,1.0,7.491785680713292e-08,1.0000001192092896,9.6321082310169e-07,1.0000001192092896,7.593398976268873e-08,1.0,2.1277048745105276e-07
5.0,1.0000000298023224,6.107658604359388e-08,3.2421428670659224e-07,2.0225218525000795e-07,751.0,0.9999999403953552,3.720820984653983e-07,1.0000001192092896,6.069438995837118e-07,1.0000001192092896,2.9235434340080246e-07,1.0,4.147705681134539e-07,1.0,1.8539680013418547e-07,1.0,1.440815964315334e-07,1.0,8.510424720498122e-08,1.0,1.6966606608548318e-07,1.0000001192092896,2.2840941937829484e-07,1.0,7.433338282680779e-07
