alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0,loss_replica_0,cosine_similarity_replica_1,loss_replica_1,cosine_similarity_replica_2,loss_replica_2,cosine_similarity_replica_3,loss_replica_3,cosine_similarity_replica_4,loss_replica_4,cosine_similarity_replica_5,loss_replica_5,cosine_similarity_replica_6,loss_replica_6,cosine_similarity_replica_7,loss_replica_7,cosine_similarity_replica_8,loss_replica_8,cosine_similarity_replica_9,loss_replica_9
0.1,0.009748801123350859,0.00043138601957781183,4.155576576181374e-08,6.67381342607457e-10,1001.0,0.009106448851525784,4.138644271733938e-08,0.009740397334098816,4.294226485512809e-08,0.009597576223313808,4.0800184564204756e-08,0.009852863848209381,4.121924490618767e-08,0.01062172930687666,4.169755385419194e-08,0.009336026385426521,4.112001406042509e-08,0.009699222631752491,4.2619792139930723e-08,0.01014768611639738,4.094182770586485e-08,0.009296558797359467,4.124169095121033e-08,0.010089501738548279,4.158864186365463e-08
0.30000000000000004,0.12618853151798248,0.28858861027479893,2.2750755124434364e-05,3.913608434863631e-06,3000.0,0.02978600561618805,2.027225127676502e-05,0.030287954956293106,2.0114161088713445e-05,0.030037127435207367,1.911153049150016e-05,0.03067493624985218,2.6080857423949055e-05,0.030333926901221275,2.0869758373009972e-05,0.029363635927438736,2.5534143787808716e-05,0.030729394406080246,1.9844384951284155e-05,0.02925209514796734,2.188597500207834e-05,0.9919530749320984,3.241395461373031e-05,0.029467163607478142,2.1380534235504456e-05
0.5000000000000001,0.05131240896880627,0.00038523994427346785,1064.831640625,18.616048769220267,3000.0,0.05156925320625305,1043.2135009765625,0.05163184553384781,1094.9439697265625,0.050574589520692825,1083.9605712890625,0.05115343630313873,1088.4683837890625,0.051050007343292236,1049.768310546875,0.050921108573675156,1054.46337890625,0.05121120810508728,1052.005615234375,0.05180998891592026,1068.77001953125,0.05182459205389023,1040.4090576171875,0.05137806013226509,1072.3135986328125
0.7000000000000002,0.07410151362419129,0.0007882684233380971,255045.2015625,1285.1111431189354,3000.0,0.07284075766801834,254341.265625,0.07405491918325424,254590.15625,0.07465148717164993,255262.8125,0.07418027520179749,252573.046875,0.07379204779863358,254096.78125,0.07300262153148651,255557.625,0.07456932961940765,256442.625,0.07391329854726791,257600.0,0.0742560625076294,255050.734375,0.07575433701276779,254936.96875
0.9000000000000001,0.09619481042027474,0.0005866498969384044,2229834.975,11953.82436003746,3000.0,0.09613874554634094,2248845.25,0.09644253551959991,2232330.75,0.09624330699443817,2224753.5,0.09565242379903793,2243374.5,0.09482362121343613,2228566.0,0.09687191992998123,2227965.5,0.09654293954372406,2236634.75,0.09664271026849747,2208225.75,0.096742182970047,2212388.25,0.0958477184176445,2235265.5
1.1,0.11959000006318092,0.0004003272613313108,7280674.7,24106.86934796802,3000.0,0.11946842819452286,7285958.0,0.1191822737455368,7253674.0,0.11950560659170151,7281356.0,0.12026696652173996,7294751.0,0.12003742158412933,7280595.5,0.11931735277175903,7283527.5,0.11973579227924347,7283054.0,0.11984062939882278,7255072.0,0.11971791833639145,7250728.0,0.11882761120796204,7338031.0
1.3000000000000003,0.14281787127256393,0.0013145859352487615,15551738.8,102792.541273966,3000.0,0.14375406503677368,15589998.0,0.1412041038274765,15699622.0,0.14278747141361237,15494400.0,0.14308851957321167,15683897.0,0.1419249176979065,15571444.0,0.14333531260490417,15525922.0,0.14160066843032837,15351188.0,0.14187774062156677,15642070.0,0.14601832628250122,15450422.0,0.1425875872373581,15508425.0
1.5000000000000002,0.16817961037158966,0.0014654178544993924,27179646.2,128074.74743898581,3000.0,0.16754665970802307,27322382.0,0.16801343858242035,27179456.0,0.16574695706367493,27291194.0,0.1675659567117691,27385756.0,0.1676683872938156,27143172.0,0.16811540722846985,27148294.0,0.16771331429481506,27144446.0,0.17009079456329346,27107856.0,0.17142659425735474,26896766.0,0.16790859401226044,27177140.0
1.7000000000000004,0.1918561115860939,0.0006094000138271058,41145704.8,95001.48094508842,3000.0,0.19105617702007294,41047336.0,0.19194112718105316,41156232.0,0.19142916798591614,41142400.0,0.19135689735412598,41184620.0,0.1918477863073349,41165532.0,0.19130076467990875,41236928.0,0.19275125861167908,40999068.0,0.1926133781671524,41082136.0,0.19150009751319885,41350284.0,0.19276446104049683,41092512.0
1.9000000000000004,0.21706183403730392,0.0013385744879274189,57364451.2,67050.45350003235,3000.0,0.2178879827260971,57255300.0,0.21831156313419342,57404700.0,0.21595658361911774,57449492.0,0.21623921394348145,57293092.0,0.215974822640419,57280152.0,0.21802665293216705,57411080.0,0.2179209291934967,57387108.0,0.21658550202846527,57316400.0,0.2145538181066513,57424308.0,0.2191612720489502,57422880.0
2.1000000000000005,0.24020621031522751,0.0016455100953641497,74925510.4,246723.44321332744,3000.0,0.24275895953178406,74797968.0,0.2396463006734848,75127576.0,0.24229630827903748,74512784.0,0.2407078593969345,74790080.0,0.23762519657611847,75453136.0,0.23933731019496918,74953856.0,0.2385215163230896,75128472.0,0.24077047407627106,74831848.0,0.23860950767993927,74917504.0,0.24178867042064667,74741880.0
2.3000000000000003,0.266837814450264,0.0016367369782121096,93909976.0,347397.6636421149,3000.0,0.2672272026538849,93833120.0,0.26589447259902954,94079584.0,0.2683083415031433,93372912.0,0.2663998007774353,94428776.0,0.2650587260723114,94244352.0,0.2700516879558563,93519512.0,0.26628798246383667,94021696.0,0.263946533203125,94322440.0,0.26741427183151245,93739952.0,0.2677891254425049,93537416.0
2.5000000000000004,0.2866463452577591,0.0018667059289448802,112770596.8,294466.61711942835,3000.0,0.2864108681678772,112874176.0,0.2897633910179138,112428128.0,0.28803813457489014,112795472.0,0.28400474786758423,113069528.0,0.2843267321586609,113225752.0,0.2884174585342407,112495504.0,0.28556856513023376,113069000.0,0.2856312692165375,112801600.0,0.28557947278022766,112696584.0,0.28872281312942505,112250224.0
2.7000000000000006,0.30978670716285706,0.0012128464661059371,132292678.4,336403.89657291427,3000.0,0.30990931391716003,132500376.0,0.3106568157672882,132022624.0,0.3098675012588501,132255000.0,0.3098868131637573,132521760.0,0.30873140692710876,132573696.0,0.30790963768959045,132473648.0,0.3090941607952118,132378200.0,0.3088575303554535,132573528.0,0.3125322759151459,131423152.0,0.3104216158390045,132204800.0
